Approximation,Model,dataset,Accuracy,Time,Features
Parametric KernelSHAP,linear,forest,99.98235385,0.107257,12
SGDShapley,linear,forest,99.98235385,0.1126842067,12
CES,linear,forestfire,98.86248426,2.471900067,12
Cohort,linear,forestfire,97.72802303,2.471900067,12
Exhaustive,linear,forestfire,99.9012473,7745.736843,12
IME,linear,forestfire,99.71291673,0.1119848427,12
KernelSHAP,linear,forestfire,99.9012473,0.08323917333,12
Linear (correlated),linear,forestfire,99.9012473,2.29E-05,12
Linear (independent),linear,forestfire,99.94091538,1.13E-05,12
MLE,linear,forestfire,99.77427446,0.182265403,12
Non-parametric KernelSHAP,linear,forestfire,99.90124729,0.105489,12
Parametric KernelSHAP,linear,forestfire,99.90124729,0.105489,12
SGDShapley,linear,forestfire,99.9012473,0.1101832209,12
CES,linear,france,98.03935277,0.8250104403,7
Cohort,linear,france,99.82971883,0.8250104403,7
Exhaustive,linear,france,99.9942776,26.70787096,7
IME,linear,france,99.18516196,0.1053486549,7
KernelSHAP,linear,france,99.37240083,0.077286721,7
Linear (correlated),linear,france,99.37240083,1.51E-05,7
Linear (independent),linear,france,94.5303083,8.42E-06,7
MLE,linear,france,99.28509727,0.1588220177,7
Non-parametric KernelSHAP,linear,france,50,0.011699,7
Parametric KernelSHAP,linear,france,50,0.012879,7
SGDShapley,linear,france,99.37240083,0.1020600095,7
CES,linear,friedman,99.2382952,1.867062125,9
Cohort,linear,friedman,99.13259151,1.867062125,9
Exhaustive,linear,friedman,99.94163763,595.5207267,9
IME,linear,friedman,99.04165048,0.1073674787,9
KernelSHAP,linear,friedman,99.29923624,0.08186521747,9
Linear (correlated),linear,friedman,99.29923624,1.76E-05,9
Linear (independent),linear,friedman,99.96792286,8.72E-06,9
MLE,linear,friedman,99.2178818,0.1668679396,9
Non-parametric KernelSHAP,linear,friedman,99.58530721,0.022334,9
Parametric KernelSHAP,linear,friedman,99.58530722,0.027681,9
SGDShapley,linear,friedman,99.29923624,0.1046082554,9
CES,linear,germany,98.94899012,0.8162064147,7
Cohort,linear,germany,97.882832,0.8162064147,7
Exhaustive,linear,germany,99.97672434,67.81825781,7
IME,linear,germany,99.71499654,0.1015366872,7
KernelSHAP,linear,germany,99.88807314,0.07912335468,7
Linear (correlated),linear,germany,99.88807314,1.48E-05,7
Linear (independent),linear,germany,99.95360709,8.51E-06,7
MLE,linear,germany,99.76245294,0.1605803598,7
Non-parametric KernelSHAP,linear,germany,50,0.01217,7
Parametric KernelSHAP,linear,germany,50,0.0128,7
SGDShapley,linear,germany,99.88807314,0.10112987,7
CES,linear,glass,99.95957959,0.5322605556,9
Cohort,linear,glass,99.09267271,0.5322605556,9
Exhaustive,linear,glass,99.95778628,227.8369188,9
IME,linear,glass,99.77960933,0.1069353466,9
KernelSHAP,linear,glass,99.95778628,0.08262095989,9
Linear (correlated),linear,glass,99.95778628,2.72E-05,9
Linear (independent),linear,glass,99.65094873,1.80E-05,9
MLE,linear,glass,99.89535395,0.1691139718,9
Non-parametric KernelSHAP,linear,glass,99.95778628,0.014276,9
Parametric KernelSHAP,linear,glass,99.9577863,0.014013,9
SGDShapley,linear,glass,99.95778628,0.1039872472,9
CES,linear,heart,98.92034049,0.7857012424,15
Cohort,linear,heart,98.92034049,0.7857012424,15
Exhaustive,linear,heart,98.92520788,36476.22327,15
IME,linear,heart,98.70770675,0.1000751835,15
KernelSHAP,linear,heart,98.92520788,0.07299862125,15
Linear (correlated),linear,heart,98.92520788,2.90E-05,15
Linear (independent),linear,heart,97.67172353,1.92E-05,15
MLE,linear,heart,98.89968619,0.1653218739,15
Non-parametric KernelSHAP,linear,heart,98.68488247,0.3165299734,15
Parametric KernelSHAP,linear,heart,97.40289174,0.442937,15
SGDShapley,linear,heart,98.92520788,0.1119581389,15
CES,linear,heart_disease,99.89776168,1.243695484,13
Cohort,linear,heart_disease,99.89776168,1.243695484,13
Exhaustive,linear,heart_disease,99.89648855,8687.792731,13
IME,linear,heart_disease,99.67842313,0.1154777315,13
KernelSHAP,linear,heart_disease,99.89648855,0.08050281737,13
Linear (correlated),linear,heart_disease,99.89648855,2.75E-05,13
Linear (independent),linear,heart_disease,99.99564117,1.68E-05,13
MLE,linear,heart_disease,99.76266443,0.1837811602,13
Non-parametric KernelSHAP,linear,heart_disease,99.89648856,0.183406,13
Parametric KernelSHAP,linear,heart_disease,99.89648856,0.183406,13
SGDShapley,linear,heart_disease,99.89648855,0.1081354751,13
CES,linear,heartage,99.86056425,2.004231219,13
Cohort,linear,heartage,99.86056425,2.004231219,13
Exhaustive,linear,heartage,99.9963013,27343.56726,13
IME,linear,heartage,99.8035859,0.1142389868,13
KernelSHAP,linear,heartage,99.9773755,0.1391029661,13
Linear (correlated),linear,heartage,99.9773755,1.62E-05,13
Linear (independent),linear,heartage,98.99919126,8.88E-06,13
MLE,linear,heartage,99.89922368,0.1833104444,13
Non-parametric KernelSHAP,linear,heartage,99.74601032,0.266734,13
Parametric KernelSHAP,linear,heartage,99.74601032,0.266734,13
SGDShapley,linear,heartage,99.9773755,0.1089041248,13
CES,linear,heartfailure,99.25243223,1.169500664,12
Cohort,linear,heartfailure,96.22391821,1.169500664,12
Exhaustive,linear,heartfailure,99.25044118,2992.099339,12
IME,linear,heartfailure,99.09737127,0.1139157469,12
KernelSHAP,linear,heartfailure,99.25044118,0.07642469743,12
Linear (correlated),linear,heartfailure,99.25044118,2.65E-05,12
Linear (independent),linear,heartfailure,97.09050964,1.48E-05,12
MLE,linear,heartfailure,99.1155861,0.1797691933,12
Non-parametric KernelSHAP,linear,heartfailure,99.25044118,0.083275,12
Parametric KernelSHAP,linear,heartfailure,99.25044118,0.083275,12
SGDShapley,linear,heartfailure,99.25044118,0.108088698,12
CES,linear,housing,98.8263354,2.149377584,13
Cohort,linear,housing,99.82764392,2.149377584,13
Exhaustive,linear,housing,97.25571184,13854.6502,13
IME,linear,housing,96.95311157,0.1147367155,13
KernelSHAP,linear,housing,97.25571184,0.08849003929,13
Linear (correlated),linear,housing,97.25571184,1.73E-05,13
Linear (independent),linear,housing,99.39681649,1.03E-05,13
MLE,linear,housing,97.0233616,0.1842390477,13
Non-parametric KernelSHAP,linear,housing,96.95311157,0.1147367155,13
Parametric KernelSHAP,linear,housing,97.25571174,0.214132,13
SGDShapley,linear,housing,97.25571184,0.113255251,13
CES,linear,htwtindex,99.80855309,0.08431248188,3
Cohort,linear,htwtindex,97.42784007,0.08431248188,3
Exhaustive,linear,htwtindex,99.7515125,0.03678560257,3
IME,linear,htwtindex,99.64692659,0.07668511362,3
KernelSHAP,linear,htwtindex,99.7515125,0.07613700809,3
Linear (correlated),linear,htwtindex,99.7515125,1.76E-05,3
Linear (independent),linear,htwtindex,98.58133198,1.16E-05,3
MLE,linear,htwtindex,99.71037624,0.1219128175,3
Non-parametric KernelSHAP,linear,htwtindex,99.7515125,0.006131,3
Parametric KernelSHAP,linear,htwtindex,99.75151248,0.009059,3
SGDShapley,linear,htwtindex,99.7515125,0.09831186352,3
CES,linear,hybrid,91.97493345,0.1532201253,11
Cohort,linear,hybrid,97.24260121,0.1532201253,11
Exhaustive,linear,hybrid,92.01401386,902.222389,11
IME,linear,hybrid,91.65147176,0.1116335485,11
KernelSHAP,linear,hybrid,92.01401386,0.07617420776,11
Linear (correlated),linear,hybrid,92.01401386,2.51E-05,11
Linear (independent),linear,hybrid,93.12662227,2.08E-05,11
MLE,linear,hybrid,92.26854739,0.1754017951,11
Non-parametric KernelSHAP,linear,hybrid,92.01401437,0.034067,11
Parametric KernelSHAP,linear,hybrid,92.01401399,0.035663,11
SGDShapley,linear,hybrid,92.01401386,0.1069588474,11
CES,linear,income,98.43905081,3.352508075,13
Cohort,linear,income,90.46267944,3.352508075,13
Exhaustive,linear,income,99.99982938,145606.5828,13
IME,linear,income,99.44706872,0.09470340772,13
KernelSHAP,linear,income,99.67782205,0.08119538264,13
Linear (correlated),linear,income,99.67782205,1.73E-05,13
Linear (independent),linear,income,98.36767481,8.69E-06,13
MLE,linear,income,99.52523758,0.1555371458,13
Non-parametric KernelSHAP,linear,income,99.44706872,0.267101,13
Parametric KernelSHAP,linear,income,99.96833073,0.267101,13
SGDShapley,linear,income,99.67782205,0.1114171556,13
CES,linear,insurance,98.152862,0.7456109047,6
Cohort,linear,insurance,98.50288341,0.7456109047,6
Exhaustive,linear,insurance,99.98518477,14.78760338,6
IME,linear,insurance,99.52017913,0.102301128,6
KernelSHAP,linear,insurance,99.68539867,0.07679795424,6
Linear (correlated),linear,insurance,99.68539867,1.62E-05,6
Linear (independent),linear,insurance,99.9275479,7.69E-06,6
MLE,linear,insurance,99.53636056,0.1600094167,6
Non-parametric KernelSHAP,linear,insurance,99.62864801,0.010191,6
Parametric KernelSHAP,linear,insurance,99.62864802,0.008781,6
SGDShapley,linear,insurance,99.68539867,0.1002667774,6
CES,linear,iris,99.87487193,0.04436823845,4
Cohort,linear,iris,69.92899684,0.04436823845,4
Exhaustive,linear,iris,99.87620285,0.8164634705,4
IME,linear,iris,99.56268135,0.09810231686,4
KernelSHAP,linear,iris,99.87620285,0.07771554947,4
Linear (correlated),linear,iris,99.87620285,2.63E-05,4
Linear (independent),linear,iris,99.87620285,2.47E-05,4
MLE,linear,iris,99.78143784,0.1510207701,4
Non-parametric KernelSHAP,linear,iris,99.8762028,0.008349,4
Parametric KernelSHAP,linear,iris,99.87620284,0.009475,4
SGDShapley,linear,iris,99.87620285,0.09923792362,4
CES,linear,japanemg,71.35376837,0.02012637456,5
Cohort,linear,japanemg,90.32879557,0.02012637456,5
Exhaustive,linear,japanemg,71.06105323,2.202566862,5
IME,linear,japanemg,69.28306999,0.1019148668,5
KernelSHAP,linear,japanemg,71.06105323,0.07509202957,5
Linear (correlated),linear,japanemg,71.06105323,6.25E-05,5
Linear (independent),linear,japanemg,71.06105323,6.46E-05,5
MLE,linear,japanemg,71.97695635,0.1616038164,5
Non-parametric KernelSHAP,linear,japanemg,71.06105378,0.005126,5
Parametric KernelSHAP,linear,japanemg,71.06105318,0.005667,5
SGDShapley,linear,japanemg,71.06105323,0.1036786715,5
CES,linear,jewellery,99.61780139,0.1052889395,3
Cohort,linear,jewellery,99.7284855,0.1052889395,3
Exhaustive,linear,jewellery,99.9231635,0.04038333893,3
IME,linear,jewellery,99.6818015,0.09771234832,3
KernelSHAP,linear,jewellery,99.9231635,0.07239120877,3
Linear (correlated),linear,jewellery,99.9231635,1.63E-05,3
Linear (independent),linear,jewellery,97.29785221,1.07E-05,3
MLE,linear,jewellery,99.82225101,0.1461961783,3
Non-parametric KernelSHAP,linear,jewellery,99.9231635,0.006379,3
Parametric KernelSHAP,linear,jewellery,99.92316352,0.009184,3
SGDShapley,linear,jewellery,99.9231635,0.09752593069,3
CES,linear,kiva,95.19225104,0.6763020134,6
Cohort,linear,kiva,99.52533349,0.6763020134,6
Exhaustive,linear,kiva,99.9985242,5.051849842,6
IME,linear,kiva,99.45822619,0.08238574592,6
KernelSHAP,linear,kiva,99.5769571,0.07680174799,6
Linear (correlated),linear,kiva,99.5769571,1.70E-05,6
Linear (independent),linear,kiva,99.96605172,9.65E-06,6
MLE,linear,kiva,99.49833324,0.1296608578,6
Non-parametric KernelSHAP,linear,kiva,92.45025102,0.010212,6
Parametric KernelSHAP,linear,kiva,92.45025086,0.008686,6
SGDShapley,linear,kiva,99.5769571,0.1027561867,6
CES,linear,linnerud,97.80866795,0.006354672568,5
Cohort,linear,linnerud,99.26235736,0.006354672568,5
Exhaustive,linear,linnerud,97.85854428,2.88649559,5
IME,linear,linnerud,98.04124661,0.1027376311,5
KernelSHAP,linear,linnerud,97.85854428,0.1567350796,5
Linear (correlated),linear,linnerud,97.85854428,0.0001133169447,5
Linear (independent),linear,linnerud,97.85854428,0.0001418590546,5
MLE,linear,linnerud,97.53415672,0.158762455,5
Non-parametric KernelSHAP,linear,linnerud,97.85854574,0.005886,5
Parametric KernelSHAP,linear,linnerud,97.85854479,0.01211,5
SGDShapley,linear,linnerud,97.85854428,0.1019135884,5
CES,linear,mba,99.75239123,2.165174694,13
Cohort,linear,mba,98.49252358,2.165174694,13
Exhaustive,linear,mba,98.90633298,14475.68088,13
IME,linear,mba,98.68488247,0.1165299734,13
KernelSHAP,linear,mba,98.90633298,0.08491009208,13
Linear (correlated),linear,mba,98.90633298,2.21E-05,13
Linear (independent),linear,mba,99.96763622,1.33E-05,13
MLE,linear,mba,98.70463092,0.1848295434,13
Non-parametric KernelSHAP,linear,mba,98.68488247,0.1165299734,13
Parametric KernelSHAP,linear,mba,98.90633301,0.242937,13
SGDShapley,linear,mba,98.90633298,0.1087160004,13
CES,linear,migration,93.901272,0.7089367006,11
Cohort,linear,migration,99.07206665,0.7089367006,11
Exhaustive,linear,migration,93.93130835,1145.728553,11
IME,linear,migration,93.9806269,0.08932360736,11
KernelSHAP,linear,migration,93.93130835,0.07383731124,11
Linear (correlated),linear,migration,93.93130835,3.07E-05,11
Linear (independent),linear,migration,92.68619567,1.60E-05,11
MLE,linear,migration,93.76333972,0.1477794307,11
Non-parametric KernelSHAP,linear,migration,93.93130931,0.037395,11
Parametric KernelSHAP,linear,migration,93.93130936,0.039676,11
SGDShapley,linear,migration,93.93130835,0.1057782669,11
CES,linear,mtcars,87.39875879,0.0414918336,11
Cohort,linear,mtcars,25,0.0414918336,11
Exhaustive,linear,mtcars,87.42882377,120.0986161,11
IME,linear,mtcars,87.63171627,0.1126172326,11
KernelSHAP,linear,mtcars,87.42882377,0.08055667444,11
Linear (correlated),linear,mtcars,87.42882377,0.0001357468692,11
Linear (independent),linear,mtcars,87.42882377,9.04E-05,11
MLE,linear,mtcars,88.12274837,0.1775849732,11
Non-parametric KernelSHAP,linear,mtcars,87.42882733,0.060562,11
Parametric KernelSHAP,linear,mtcars,87.42882733,0.060562,11
SGDShapley,linear,mtcars,87.42882377,0.1073112921,11
CES,linear,ozone,99.89064843,0.9556971415,12
Cohort,linear,ozone,99.92908495,0.9556971415,12
Exhaustive,linear,ozone,99.89467778,3334.730681,12
IME,linear,ozone,99.72867578,0.1122639037,12
KernelSHAP,linear,ozone,99.89467778,0.07863968522,12
Linear (correlated),linear,ozone,99.89467778,2.93E-05,12
Linear (independent),linear,ozone,99.7576978,2.01E-05,12
MLE,linear,ozone,99.76829613,0.1791972473,12
Non-parametric KernelSHAP,linear,ozone,99.89467781,0.080353,12
Parametric KernelSHAP,linear,ozone,99.89467781,0.080353,12
SGDShapley,linear,ozone,99.89467778,0.1073124871,12
CES,linear,petrol,91.18080336,0.009606093168,4
Cohort,linear,petrol,62.42088772,0.009606093168,4
Exhaustive,linear,petrol,90.79490831,0.9672431946,4
IME,linear,petrol,88.40287274,0.09978973866,4
KernelSHAP,linear,petrol,90.79490831,0.09033949673,4
Linear (correlated),linear,petrol,90.79490831,6.89E-05,4
Linear (independent),linear,petrol,90.79490831,5.99E-05,4
MLE,linear,petrol,91.96468744,0.1520196497,4
Non-parametric KernelSHAP,linear,petrol,90.79491081,0.0051,4
Parametric KernelSHAP,linear,petrol,90.79490826,0.007777,4
SGDShapley,linear,petrol,90.79490831,0.1013195068,4
CES,linear,poker,98.61535858,2.314940643,10
Cohort,linear,poker,97.27933639,2.314940643,10
Exhaustive,linear,poker,99.99989515,1312.219272,10
IME,linear,poker,99.70562561,0.08747999451,10
KernelSHAP,linear,poker,99.90906477,0.08490061543,10
Linear (correlated),linear,poker,99.90906477,1.76E-05,10
Linear (independent),linear,poker,97.70565809,8.37E-06,10
MLE,linear,poker,99.79430405,0.1494642294,10
Non-parametric KernelSHAP,linear,poker,52.16799131,0.031353,10
Parametric KernelSHAP,linear,poker,52.16799103,0.046249,10
SGDShapley,linear,poker,99.90906477,0.1073604829,10
CES,linear,possumbelly,98.23852998,0.2291202205,10
Cohort,linear,possumbelly,97.27225446,0.2291202205,10
Exhaustive,linear,possumbelly,98.23564931,293.3491302,10
IME,linear,possumbelly,97.92691551,0.1085305146,10
KernelSHAP,linear,possumbelly,98.23564931,0.07427176067,10
Linear (correlated),linear,possumbelly,98.23564931,5.18E-05,10
Linear (independent),linear,possumbelly,98.23564931,2.78E-05,10
MLE,linear,possumbelly,98.06647917,0.1723561559,10
Non-parametric KernelSHAP,linear,possumbelly,98.23564955,0.020698,10
Parametric KernelSHAP,linear,possumbelly,98.23564947,0.020171,10
SGDShapley,linear,possumbelly,98.23564931,0.1053809711,10
CES,linear,possumchest,99.58843544,0.2297284058,10
Cohort,linear,possumchest,99.31272574,0.2297284058,10
Exhaustive,linear,possumchest,99.58686397,319.5026946,10
IME,linear,possumchest,99.26795843,0.1106582097,10
KernelSHAP,linear,possumchest,99.58686397,0.08319138799,10
Linear (correlated),linear,possumchest,99.58686397,4.35E-05,10
Linear (independent),linear,possumchest,99.58686397,3.58E-05,10
MLE,linear,possumchest,99.5644466,0.1719581059,10
Non-parametric KernelSHAP,linear,possumchest,99.58686403,0.021785,10
Parametric KernelSHAP,linear,possumchest,99.58686401,0.020188,10
SGDShapley,linear,possumchest,99.58686397,0.1083304882,10
CES,linear,power,96.86242711,0.2775675201,4
Cohort,linear,power,94.76427909,0.2775675201,4
Exhaustive,linear,power,99.99997584,97.5306139,4
IME,linear,power,99.70471654,0.09694559213,4
KernelSHAP,linear,power,99.87942847,0.07807392641,4
Linear (correlated),linear,power,99.87942847,1.61E-05,4
Linear (independent),linear,power,99.66287943,8.40E-06,4
MLE,linear,power,99.77800016,0.1508625161,4
Non-parametric KernelSHAP,linear,power,74.43799594,0.008816,4
Parametric KernelSHAP,linear,power,74.43799633,0.008896,4
SGDShapley,linear,power,99.87942847,0.09801926324,4
CES,linear,powerlifting,99.84319872,0.7444298339,6
Cohort,linear,powerlifting,99.21125836,0.7444298339,6
Exhaustive,linear,powerlifting,99.91391496,31.02651501,6
IME,linear,powerlifting,98.61083172,0.102548605,6
KernelSHAP,linear,powerlifting,98.75547325,0.07595605706,6
Linear (correlated),linear,powerlifting,98.75547325,2.23E-05,6
Linear (independent),linear,powerlifting,99.23667049,8.00E-06,6
MLE,linear,powerlifting,98.69344528,0.1587949095,6
Non-parametric KernelSHAP,linear,powerlifting,99.27115357,0.009712,6
Parametric KernelSHAP,linear,powerlifting,99.27115356,0.009141,6
SGDShapley,linear,powerlifting,98.75547325,0.1017079079,6
CES,linear,precip,50,1.645043852,9
Cohort,linear,precip,99.97012688,1.645043852,9
Exhaustive,linear,precip,99.98660744,4542.061301,9
IME,linear,precip,99.28034282,0.1050583225,9
KernelSHAP,linear,precip,99.52590749,0.08262002468,9
Linear (correlated),linear,precip,50,2.31E-05,9
Linear (independent),linear,precip,96.73416346,8.96E-06,9
MLE,linear,precip,99.38980668,0.1680831599,9
Non-parametric KernelSHAP,linear,precip,50,0.020505,9
Parametric KernelSHAP,linear,precip,50,0.025627,9
SGDShapley,linear,precip,99.52590067,0.1059291847,9
CES,linear,prostate,96.38100978,0.1099478187,8
Cohort,linear,prostate,93.26275763,0.1099478187,8
Exhaustive,linear,prostate,96.40906575,55.47602272,8
IME,linear,prostate,96.69382786,0.1049869855,8
KernelSHAP,linear,prostate,96.40906575,0.08416011839,8
Linear (correlated),linear,prostate,96.40906575,5.27E-05,8
Linear (independent),linear,prostate,96.40906575,3.32E-05,8
MLE,linear,prostate,96.58148104,0.1662770257,8
Non-parametric KernelSHAP,linear,prostate,96.40906599,0.009983,8
Parametric KernelSHAP,linear,prostate,96.40906594,0.008727,8
SGDShapley,linear,prostate,96.40906575,0.1061038465,8
CES,linear,pumpkinseed,99.99766319,3.800119886,12
Cohort,linear,pumpkinseed,99.9972753,3.800119886,12
Exhaustive,linear,pumpkinseed,99.44431974,14996.72615,12
IME,linear,pumpkinseed,99.77927887,0.1138658892,12
KernelSHAP,linear,pumpkinseed,99.98455716,0.0799467253,12
Linear (correlated),linear,pumpkinseed,99.98455716,1.63E-05,12
Linear (independent),linear,pumpkinseed,98.27414237,8.40E-06,12
MLE,linear,pumpkinseed,99.87477244,0.1785316171,12
Non-parametric KernelSHAP,linear,pumpkinseed,99.98491736,0.137672,12
Parametric KernelSHAP,linear,pumpkinseed,99.98491736,0.137672,12
SGDShapley,linear,pumpkinseed,99.98455716,0.1061596957,12
CES,linear,questions,99.70516915,0.07597460985,3
Cohort,linear,questions,99.76261944,0.07597460985,3
Exhaustive,linear,questions,99.68637558,0.05564403534,3
IME,linear,questions,99.45673789,0.09748946392,3
KernelSHAP,linear,questions,99.68637558,0.07261297053,3
Linear (correlated),linear,questions,99.68637558,2.03E-05,3
Linear (independent),linear,questions,98.7695402,1.10E-05,3
MLE,linear,questions,99.59490174,0.1461142034,3
Non-parametric KernelSHAP,linear,questions,99.68637557,0.006242,3
Parametric KernelSHAP,linear,questions,99.68637556,0.008708,3
SGDShapley,linear,questions,99.68637558,0.09552383278,3
CES,linear,raotbl6,99.72668472,0.1416886725,7
Cohort,linear,raotbl6,46.25013033,0.1416886725,7
Exhaustive,linear,raotbl6,99.96071071,25.31410241,7
IME,linear,raotbl6,99.64258315,0.1042966785,7
KernelSHAP,linear,raotbl6,99.96071071,0.08413842248,7
Linear (correlated),linear,raotbl6,99.96071071,5.01E-05,7
Linear (independent),linear,raotbl6,99.96071071,2.55E-05,7
MLE,linear,raotbl6,99.81190213,0.163804345,7
Non-parametric KernelSHAP,linear,raotbl6,99.96071073,0.00679,7
Parametric KernelSHAP,linear,raotbl6,99.96071068,0.006152,7
SGDShapley,linear,raotbl6,99.96071071,0.1019421845,7
CES,linear,raotbl7,99.5365516,0.1286625048,7
Cohort,linear,raotbl7,99.58225928,0.1286625048,7
Exhaustive,linear,raotbl7,99.50773621,22.35453868,7
IME,linear,raotbl7,99.38965936,0.101277113,7
KernelSHAP,linear,raotbl7,99.50773621,0.07461357117,7
Linear (correlated),linear,raotbl7,99.50773621,4.10E-05,7
Linear (independent),linear,raotbl7,99.50773621,3.30E-05,7
MLE,linear,raotbl7,99.35077626,0.1600126813,7
Non-parametric KernelSHAP,linear,raotbl7,99.50773627,0.007437,7
Parametric KernelSHAP,linear,raotbl7,99.50773618,0.007037,7
SGDShapley,linear,raotbl7,99.50773621,0.1015926047,7
CES,linear,realestate,99.88480781,0.5840948009,7
Cohort,linear,realestate,99.72644472,0.5840948009,7
Exhaustive,linear,realestate,99.89630119,8.782230377,7
IME,linear,realestate,99.66682455,0.103038311,7
KernelSHAP,linear,realestate,99.89630119,0.07881897905,7
Linear (correlated),linear,realestate,99.89630119,1.81E-05,7
Linear (independent),linear,realestate,99.99199536,1.34E-05,7
MLE,linear,realestate,99.77710232,0.1638367228,7
Non-parametric KernelSHAP,linear,realestate,99.89630123,0.008044,7
Parametric KernelSHAP,linear,realestate,99.8963012,0.009753,7
SGDShapley,linear,realestate,99.89630119,0.1038085231,7
CES,linear,rentals,99.92881406,1.681314275,8
Cohort,linear,rentals,99.92296736,1.681314275,8
Exhaustive,linear,rentals,99.98323035,210.3854713,8
IME,linear,rentals,99.71568403,0.1044837453,8
KernelSHAP,linear,rentals,99.95631982,0.07623595469,8
Linear (correlated),linear,rentals,99.95631982,1.55E-05,8
Linear (independent),linear,rentals,99.33469758,8.60E-06,8
MLE,linear,rentals,99.8573706,0.1645468755,8
Non-parametric KernelSHAP,linear,rentals,99.9563198,0.015562,8
Parametric KernelSHAP,linear,rentals,99.9563198,0.016912,8
SGDShapley,linear,rentals,99.95631982,0.1041773666,8
CES,linear,sacramento,99.96620983,0.6037814116,5
Cohort,linear,sacramento,99.91275784,0.6037814116,5
Exhaustive,linear,sacramento,99.41204982,4.332038164,5
IME,linear,sacramento,99.27148478,0.09877961564,5
KernelSHAP,linear,sacramento,99.41204982,0.08024251848,5
Linear (correlated),linear,sacramento,99.41204982,2.04E-05,5
Linear (independent),linear,sacramento,94.09951291,8.59E-06,5
MLE,linear,sacramento,99.32499126,0.153765923,5
Non-parametric KernelSHAP,linear,sacramento,99.41204981,0.008488,5
Parametric KernelSHAP,linear,sacramento,99.41204984,0.009057,5
SGDShapley,linear,sacramento,99.41204982,0.1004122155,5
CES,linear,seeds,99.26576868,0.2062907253,6
Cohort,linear,seeds,97.72671671,0.2062907253,6
Exhaustive,linear,seeds,99.26813516,9.373326302,6
IME,linear,seeds,98.86886392,0.1010057926,6
KernelSHAP,linear,seeds,99.26813516,0.08215763603,6
Linear (correlated),linear,seeds,99.26813516,3.39E-05,6
Linear (independent),linear,seeds,99.80889724,1.73E-05,6
MLE,linear,seeds,99.18413247,0.156793235,6
Non-parametric KernelSHAP,linear,seeds,99.26813549,0.006893,6
Parametric KernelSHAP,linear,seeds,99.26813541,0.005797,6
SGDShapley,linear,seeds,99.26813516,0.1013703623,6
CES,linear,seoulbike,99.53462408,3.80706214,12
Cohort,linear,seoulbike,98.92822094,3.80706214,12
Exhaustive,linear,seoulbike,99.99903924,20700.805,12
IME,linear,seoulbike,99.44399228,0.1121910182,12
KernelSHAP,linear,seoulbike,99.65157035,0.08373505491,12
Linear (correlated),linear,seoulbike,99.65157035,1.72E-05,12
Linear (independent),linear,seoulbike,98.88034124,8.17E-06,12
MLE,linear,seoulbike,99.58035619,0.1800187992,12
Non-parametric KernelSHAP,linear,seoulbike,97.47760561,0.157659,12
Parametric KernelSHAP,linear,seoulbike,97.47760561,0.157659,12
SGDShapley,linear,seoulbike,99.65157035,0.1111265919,12
CES,linear,servo,97.7669376,0.6479534193,12
Cohort,linear,servo,88.42940668,0.6479534193,12
Exhaustive,linear,servo,97.76378394,2672.064912,12
IME,linear,servo,97.49515825,0.1131355719,12
KernelSHAP,linear,servo,97.76378394,0.0912131613,12
Linear (correlated),linear,servo,97.76378394,3.95E-05,12
Linear (independent),linear,servo,96.79216882,2.00E-05,12
MLE,linear,servo,97.6873102,0.1820055571,12
Non-parametric KernelSHAP,linear,servo,97.76378401,0.080504,12
Parametric KernelSHAP,linear,servo,97.76378401,0.080504,12
SGDShapley,linear,servo,97.76378394,0.1093039989,12
CES,linear,slump,95.53426013,0.08767834832,7
Cohort,linear,slump,90.07298033,0.08767834832,7
Exhaustive,linear,slump,95.51155917,25.28952408,7
IME,linear,slump,95.4363487,0.1018838462,7
KernelSHAP,linear,slump,95.51155917,0.0759095234,7
Linear (correlated),linear,slump,95.51155917,4.78E-05,7
Linear (independent),linear,slump,95.51155917,3.97E-05,7
MLE,linear,slump,95.13809637,0.1633014258,7
Non-parametric KernelSHAP,linear,slump,95.51155922,0.008064,7
Parametric KernelSHAP,linear,slump,95.51155891,0.007282,7
SGDShapley,linear,slump,95.51155917,0.1042482011,7
CES,linear,slump-flow,96.58668637,0.06284515297,7
Cohort,linear,slump-flow,86.92133112,0.06284515297,7
Exhaustive,linear,slump-flow,96.58291038,21.64876986,7
IME,linear,slump-flow,95.97863221,0.1049683725,7
KernelSHAP,linear,slump-flow,96.58291038,0.07671440349,7
Linear (correlated),linear,slump-flow,96.58291038,4.56E-05,7
Linear (independent),linear,slump-flow,96.58291038,3.23E-05,7
MLE,linear,slump-flow,96.27390442,0.1647407518,7
Non-parametric KernelSHAP,linear,slump-flow,96.58291044,0.008691,7
Parametric KernelSHAP,linear,slump-flow,96.58291018,0.007344,7
SGDShapley,linear,slump-flow,96.58291038,0.1067814476,7
CES,linear,slump-mpa,99.44455317,0.1584163203,7
Cohort,linear,slump-mpa,97.92191941,0.1584163203,7
Exhaustive,linear,slump-mpa,99.49657015,17.54569364,7
IME,linear,slump-mpa,99.46629731,0.1037065492,7
KernelSHAP,linear,slump-mpa,99.49657015,0.07460868359,7
Linear (correlated),linear,slump-mpa,99.49657015,4.07E-05,7
Linear (independent),linear,slump-mpa,99.49657015,3.56E-05,7
MLE,linear,slump-mpa,99.31175627,0.1608285623,7
Non-parametric KernelSHAP,linear,slump-mpa,99.49657014,0.007474,7
